# Rescue Logfile. Created by GNU ddrescue version 1.19
# Command line: ddrescue -i 506600000000 -s 10000000 /dev/sdf /dev/sdg dc_roig.log -nvvf -MA -e 1 -a 100000
# Start time:   2015-02-12 17:18:24
# Current time: 2015-02-12 17:20:47
# Copying non-tried blocks... Pass 1 (forwards)
# current_pos  current_status
0x75F3BC0000     ?
#      pos        size  status
0x6DC7980000  0x00010000  ?
0x6DC7990000  0x00002000  +
0x6DC7992000  0x0000E000  *
0x6DC79A0000  0x0095A180  ?
0x6DC82FA180  0x00005E80  *
0x6DC8300000  0x00010000  ?
0x6DC8310000  0x00002000  +
0x6DC8312000  0x0000E000  *
0x6DC8320000  0x00963800  ?
0x6DC8C83800  0x0000C800  *
0x6DC8C90000  0x00010000  ?
0x6DC8CA0000  0x00010000  *
0x6DC8CB0000  0x0095CE80  ?
0x6DC960CE80  0x00003180  *
0x6DC9610000  0x00010000  ?
0x6DC9620000  0x00001000  +
0x6DC9621000  0x0000F000  *
0x6DC9630000  0x00966500  ?
0x6DC9F96500  0x00009B00  *
0x6DC9FA0000  0x00010000  ?
0x6DC9FB0000  0x00001000  +
0x6DC9FB1000  0x0000F000  *
0x6DC9FC0000  0x0095FB80  ?
0x6DCA91FB80  0x00000480  *
0x6DCA920000  0x00010000  ?
0x6DCA930000  0x00010000  *
0x6DCA940000  0x00969200  ?
0x6DCB2A9200  0x00006E00  *
0x6DCB2B0000  0x00010000  ?
0x6DCB2C0000  0x00010000  *
0x6DCB2D0000  0x00962880  ?
0x6DCBC32880  0x0000D780  *
0x6DCBC40000  0x00010000  ?
0x6DCBC50000  0x00010000  *
0x6DCBC60000  0x0095BF00  ?
0x6DCC5BBF00  0x00004100  *
0x6DCC5C0000  0x00010000  ?
0x6DCC5D0000  0x00010000  *
0x6DCC5E0000  0x00965580  ?
0x6DCCF45580  0x0000AA80  *
0x6DCCF50000  0x00010000  ?
0x6DCCF60000  0x00010000  *
0x6DCCF70000  0x0095EC00  ?
0x6DCD8CEC00  0x00001400  *
0x6DCD8D0000  0x00010000  ?
0x6DCD8E0000  0x00010000  *
0x6DCD8F0000  0x00968280  ?
0x6DCE258280  0x00007D80  *
0x6DCE260000  0x00010000  ?
0x6DCE270000  0x00010000  *
0x6DCE280000  0x00961900  ?
0x6DCEBE1900  0x0000E700  *
0x6DCEBF0000  0x00010000  ?
0x6DCEC00000  0x00010000  *
0x6DCEC10000  0x0095AF80  ?
0x6DCF56AF80  0x00005080  *
0x6DCF570000  0x00010000  ?
0x6DCF580000  0x00010000  *
0x6DCF590000  0x00964600  ?
0x6DCFEF4600  0x0000BA00  *
0x6DCFF00000  0x00010000  ?
0x6DCFF10000  0x00010000  *
0x6DCFF20000  0x0095DC80  ?
0x6DD087DC80  0x00002380  *
0x6DD0880000  0x00010000  ?
0x6DD0890000  0x00010000  *
0x6DD08A0000  0x00967300  ?
0x6DD1207300  0x00000D00  +
0x6DD1208000  0x00008000  *
0x6DD1210000  0x00010000  ?
0x6DD1220000  0x00010000  *
0x6DD1230000  0x00960980  ?
0x6DD1B90980  0x0000F680  *
0x6DD1BA0000  0x00010000  ?
0x6DD1BB0000  0x00010000  *
0x6DD1BC0000  0x0095A000  ?
0x6DD251A000  0x00002000  +
0x6DD251C000  0x00004000  *
0x6DD2520000  0x00010000  ?
0x6DD2530000  0x00010000  *
0x6DD2540000  0x00963680  ?
0x6DD2EA3680  0x0000C980  *
0x6DD2EB0000  0x00010000  ?
0x6DD2EC0000  0x00010000  *
0x6DD2ED0000  0x0095CD00  ?
0x6DD382CD00  0x00000300  +
0x6DD382D000  0x00003000  *
0x6DD3830000  0x00010000  ?
0x6DD3840000  0x00010000  *
0x6DD3850000  0x00966380  ?
0x6DD41B6380  0x00009C80  *
0x6DD41C0000  0x00010000  ?
0x6DD41D0000  0x00010000  *
0x6DD41E0000  0x0095FA00  ?
0x6DD4B3FA00  0x00000600  *
0x6DD4B40000  0x00010000  ?
0x6DD4B50000  0x00010000  *
0x6DD4B60000  0x00969080  ?
0x6DD54C9080  0x00006F80  *
0x6DD54D0000  0x00010000  ?
0x6DD54E0000  0x00010000  *
0x6DD54F0000  0x00962700  ?
0x6DD5E52700  0x0000D900  *
0x6DD5E60000  0x00010000  ?
0x6DD5E70000  0x00010000  *
0x6DD5E80000  0x0095BD80  ?
0x6DD67DBD80  0x00004280  *
0x6DD67E0000  0x00010000  ?
0x6DD67F0000  0x00010000  *
0x6DD6800000  0x00965400  ?
0x6DD7165400  0x00000C00  +
0x6DD7166000  0x0000A000  *
0x6DD7170000  0x00010000  ?
0x6DD7180000  0x00010000  *
0x6DD7190000  0x0095EA80  ?
0x6DD7AEEA80  0x00001580  *
0x6DD7AF0000  0x00010000  ?
0x6DD7B00000  0x00010000  *
0x6DD7B10000  0x00968100  ?
0x6DD8478100  0x00001F00  +
0x6DD847A000  0x00006000  *
0x6DD8480000  0x00010000  ?
0x6DD8490000  0x00001000  +
0x6DD8491000  0x0000F000  *
0x6DD84A0000  0x00961780  ?
0x6DD8E01780  0x0000E880  *
0x6DD8E10000  0x00010000  ?
0x6DD8E20000  0x00010000  *
0x6DD8E30000  0x0095AE00  ?
0x6DD978AE00  0x00005200  *
0x6DD9790000  0x00010000  ?
0x6DD97A0000  0x00010000  *
0x6DD97B0000  0x00964480  ?
0x6DDA114480  0x00000B80  +
0x6DDA115000  0x0000B000  *
0x6DDA120000  0x00010000  ?
0x6DDA130000  0x00001000  +
0x6DDA131000  0x0000F000  *
0x6DDA140000  0x0095DB00  ?
0x6DDAA9DB00  0x00002500  *
0x6DDAAA0000  0x00010000  ?
0x6DDAAB0000  0x00010000  *
0x6DDAAC0000  0x00967180  ?
0x6DDB427180  0x00008E80  *
0x6DDB430000  0x00010000  ?
0x6DDB440000  0x00010000  *
0x6DDB450000  0x00960800  ?
0x6DDBDB0800  0x0000F800  *
0x6DDBDC0000  0x00010000  ?
0x6DDBDD0000  0x00010000  *
0x6DDBDE0000  0x00959E80  ?
0x6DDC739E80  0x00006180  *
0x6DDC740000  0x00010000  ?
0x6DDC750000  0x00010000  *
0x6DDC760000  0x00963500  ?
0x6DDD0C3500  0x0000CB00  *
0x6DDD0D0000  0x00010000  ?
0x6DDD0E0000  0x00010000  *
0x6DDD0F0000  0x0095CB80  ?
0x6DDDA4CB80  0x00003480  *
0x6DDDA50000  0x00010000  ?
0x6DDDA60000  0x00010000  *
0x6DDDA70000  0x00966200  ?
0x6DDE3D6200  0x00009E00  *
0x6DDE3E0000  0x00010000  ?
0x6DDE3F0000  0x00010000  *
0x6DDE400000  0x0095F880  ?
0x6DDED5F880  0x00000780  *
0x6DDED60000  0x00010000  ?
0x6DDED70000  0x00010000  *
0x6DDED80000  0x00968F00  ?
0x6DDF6E8F00  0x00007100  *
0x6DDF6F0000  0x00010000  ?
0x6DDF700000  0x00010000  *
0x6DDF710000  0x00962580  ?
0x6DE0072580  0x0000DA80  *
0x6DE0080000  0x00010000  ?
0x6DE0090000  0x00010000  *
0x6DE00A0000  0x0095BC00  ?
0x6DE09FBC00  0x00004400  *
0x6DE0A00000  0x00010000  ?
0x6DE0A10000  0x00010000  *
0x6DE0A20000  0x00965280  ?
0x6DE1385280  0x0000AD80  *
0x6DE1390000  0x00010000  ?
0x6DE13A0000  0x00010000  *
0x6DE13B0000  0x0095E900  ?
0x6DE1D0E900  0x00001700  *
0x6DE1D10000  0x00010000  ?
0x6DE1D20000  0x00010000  *
0x6DE1D30000  0x00967F80  ?
0x6DE2697F80  0x00008080  *
0x6DE26A0000  0x00010000  ?
0x6DE26B0000  0x00010000  *
0x6DE26C0000  0x00961600  ?
0x6DE3021600  0x0000EA00  *
0x6DE3030000  0x00010000  ?
0x6DE3040000  0x00010000  *
0x6DE3050000  0x0095AC80  ?
0x6DE39AAC80  0x00001380  +
0x6DE39AC000  0x00004000  *
0x6DE39B0000  0x00010000  ?
0x6DE39C0000  0x00010000  *
0x6DE39D0000  0x00964300  ?
0x6DE4334300  0x0000BD00  *
0x6DE4340000  0x00010000  ?
0x6DE4350000  0x00010000  *
0x6DE4360000  0x0095D980  ?
0x6DE4CBD980  0x00000680  +
0x6DE4CBE000  0x00002000  *
0x6DE4CC0000  0x00010000  ?
0x6DE4CD0000  0x00010000  *
0x6DE4CE0000  0x00960000  ?
0x6DE5640000  0x00018000  +
0x6DE5658000  0x00008000  *
0x6DE5660000  0x00010000  ?
0x6DE5670000  0x00087000  +
0x6DE56F7000  0x00009000  *
0x6DE5700000  0x008D0680  ?
0x6DE5FD0680  0x00000980  +
0x6DE5FD1000  0x0000F000  *
0x6DE5FE0000  0x00010000  ?
0x6DE5FF0000  0x00010000  *
0x6DE6000000  0x00959D00  ?
0x6DE6959D00  0x00006300  *
0x6DE6960000  0x00010000  ?
0x6DE6970000  0x00010000  *
0x6DE6980000  0x00963380  ?
0x6DE72E3380  0x00000C80  +
0x6DE72E4000  0x0000C000  *
0x6DE72F0000  0x00010000  ?
0x6DE7300000  0x00010000  *
0x6DE7310000  0x0095CA00  ?
0x6DE7C6CA00  0x00003600  *
0x6DE7C70000  0x00010000  ?
0x6DE7C80000  0x00010000  *
0x6DE7C90000  0x00966080  ?
0x6DE85F6080  0x00009F80  *
0x6DE8600000  0x00010000  ?
0x6DE8610000  0x00010000  *
0x6DE8620000  0x0095F700  ?
0x6DE8F7F700  0x00000900  *
0x6DE8F80000  0x00010000  ?
0x6DE8F90000  0x00001000  +
0x6DE8F91000  0x0000F000  *
0x6DE8FA0000  0x00968D80  ?
0x6DE9908D80  0x00007280  *
0x6DE9910000  0x00010000  ?
0x6DE9920000  0x00008000  +
0x6DE9928000  0x00008000  *
0x6DE9930000  0x00962400  ?
0x6DEA292400  0x0000DC00  *
0x6DEA2A0000  0x00010000  ?
0x6DEA2B0000  0x00010000  *
0x6DEA2C0000  0x0095BA80  ?
0x6DEAC1BA80  0x00004580  *
0x6DEAC20000  0x00010000  ?
0x6DEAC30000  0x00010000  *
0x6DEAC40000  0x00965100  ?
0x6DEB5A5100  0x0000AF00  *
0x6DEB5B0000  0x00010000  ?
0x6DEB5C0000  0x00010000  *
0x6DEB5D0000  0x0095E780  ?
0x6DEBF2E780  0x00001880  *
0x6DEBF30000  0x00010000  ?
0x6DEBF40000  0x00010000  *
0x6DEBF50000  0x00967E00  ?
0x6DEC8B7E00  0x00008200  *
0x6DEC8C0000  0x00010000  ?
0x6DEC8D0000  0x00010000  *
0x6DEC8E0000  0x00961480  ?
0x6DED241480  0x0000EB80  *
0x6DED250000  0x00010000  ?
0x6DED260000  0x00010000  *
0x6DED270000  0x0095AB00  ?
0x6DEDBCAB00  0x00005500  *
0x6DEDBD0000  0x00010000  ?
0x6DEDBE0000  0x00001000  +
0x6DEDBE1000  0x0000F000  *
0x6DEDBF0000  0x00964180  ?
0x6DEE554180  0x0000BE80  *
0x6DEE560000  0x00010000  ?
0x6DEE570000  0x00010000  *
0x6DEE580000  0x0095D800  ?
0x6DEEEDD800  0x00002800  *
0x6DEEEE0000  0x00010000  ?
0x6DEEEF0000  0x00010000  *
0x6DEEF00000  0x00966E80  ?
0x6DEF866E80  0x00009180  *
0x6DEF870000  0x00010000  ?
0x6DEF880000  0x00010000  *
0x6DEF890000  0x00960500  ?
0x6DF01F0500  0x0000FB00  *
0x6DF0200000  0x00010000  ?
0x6DF0210000  0x00010000  *
0x6DF0220000  0x00959B80  ?
0x6DF0B79B80  0x00006480  *
0x6DF0B80000  0x00010000  ?
0x6DF0B90000  0x00010000  *
0x6DF0BA0000  0x00963200  ?
0x6DF1503200  0x0000CE00  *
0x6DF1510000  0x00010000  ?
0x6DF1520000  0x00010000  *
0x6DF1530000  0x0095C880  ?
0x6DF1E8C880  0x00003780  *
0x6DF1E90000  0x00010000  ?
0x6DF1EA0000  0x00010000  *
0x6DF1EB0000  0x00965F00  ?
0x6DF2815F00  0x0000A100  *
0x6DF2820000  0x00010000  ?
0x6DF2830000  0x00010000  *
0x6DF2840000  0x0095F580  ?
0x6DF319F580  0x00000A80  *
0x6DF31A0000  0x00010000  ?
0x6DF31B0000  0x00010000  *
0x6DF31C0000  0x00968C00  ?
0x6DF3B28C00  0x00007400  *
0x6DF3B30000  0x00010000  ?
0x6DF3B40000  0x00010000  *
0x6DF3B50000  0x00962280  ?
0x6DF44B2280  0x0000DD80  *
0x6DF44C0000  0x00010000  ?
0x6DF44D0000  0x00010000  *
0x6DF44E0000  0x0095B900  ?
0x6DF4E3B900  0x00004700  *
0x6DF4E40000  0x00010000  ?
0x6DF4E50000  0x00010000  *
0x6DF4E60000  0x00964F80  ?
0x6DF57C4F80  0x0000B080  *
0x6DF57D0000  0x00010000  ?
0x6DF57E0000  0x00001000  +
0x6DF57E1000  0x0000F000  *
0x6DF57F0000  0x0095E600  ?
0x6DF614E600  0x00001A00  *
0x6DF6150000  0x00010000  ?
0x6DF6160000  0x00010000  *
0x6DF6170000  0x00967C80  ?
0x6DF6AD7C80  0x00008380  *
0x6DF6AE0000  0x00010000  ?
0x6DF6AF0000  0x00010000  *
0x6DF6B00000  0x00961300  ?
0x6DF7461300  0x0000ED00  *
0x6DF7470000  0x00010000  ?
0x6DF7480000  0x00010000  *
0x6DF7490000  0x0095A980  ?
0x6DF7DEA980  0x00005680  *
0x6DF7DF0000  0x00010000  ?
0x6DF7E00000  0x00001000  +
0x6DF7E01000  0x0000F000  *
0x6DF7E10000  0x00964000  ?
0x6DF8774000  0x0000C000  *
0x6DF8780000  0x00010000  ?
0x6DF8790000  0x00010000  *
0x6DF87A0000  0x0095D680  ?
0x6DF90FD680  0x00000980  +
0x6DF90FE000  0x00002000  *
0x6DF9100000  0x00010000  ?
0x6DF9110000  0x00001000  +
0x6DF9111000  0x0000F000  *
0x6DF9120000  0x00966D00  ?
0x6DF9A86D00  0x00009300  *
0x6DF9A90000  0x00010000  ?
0x6DF9AA0000  0x00010000  *
0x6DF9AB0000  0x00960380  ?
0x6DFA410380  0x00000C80  +
0x6DFA411000  0x0000F000  *
0x6DFA420000  0x00010000  ?
0x6DFA430000  0x00010000  *
0x6DFA440000  0x00959A00  ?
0x6DFAD99A00  0x00006600  *
0x6DFADA0000  0x00010000  ?
0x6DFADB0000  0x00010000  *
0x6DFADC0000  0x00963080  ?
0x6DFB723080  0x0000CF80  *
0x6DFB730000  0x00010000  ?
0x6DFB740000  0x00010000  *
0x6DFB750000  0x001F0000  ?
0x6DFB940000  0x37A240000  +
0x7175B80000  0x00010000  *
0x7175B90000  0x000C8000  +
0x7175C58000  0x00008000  *
0x7175C60000  0x00040000  ?
0x7175CA0000  0x00010000  +
0x7175CB0000  0x00100000  ?
0x7175DB0000  0x00010000  +
0x7175DC0000  0x00147F80  ?
0x7175F07F80  0x0004D080  +
0x7175F55000  0x0000B000  *
0x7175F60000  0x00010000  ?
0x7175F70000  0x0000A000  +
0x7175F7A000  0x00006000  *
0x7175F80000  0x00040000  ?
0x7175FC0000  0x00010000  +
0x7175FD0000  0x00400000  ?
0x71763D0000  0x00010000  +
0x71763E0000  0x004B1600  ?
0x7176891600  0x00067A00  +
0x71768F9000  0x00007000  *
0x7176900000  0x00010000  ?
0x7176910000  0x00010000  +
0x7176920000  0x00020000  ?
0x7176940000  0x00010000  +
0x7176950000  0x00040000  ?
0x7176990000  0x00010000  +
0x71769A0000  0x00080000  ?
0x7176A20000  0x00003000  +
0x7176A23000  0x0000D000  *
0x7176A30000  0x001B0000  ?
0x7176BE0000  0x00010000  +
0x7176BF0000  0x0062AC80  ?
0x717721AC80  0x00073380  +
0x717728E000  0x00002000  *
0x7177290000  0x00010000  ?
0x71772A0000  0x001FA000  +
0x717749A000  0x00006000  *
0x71774A0000  0x006F0000  ?
0x7177B90000  0x00003000  +
0x7177B93000  0x00011300  ?
0x7177BA4300  0x0000CD00  +
0x7177BB1000  0x0000F000  *
0x7177BC0000  0x00050000  +
0x7177C10000  0x00010000  ?
0x7177C20000  0x00010000  +
0x7177C30000  0x00020000  ?
0x7177C50000  0x00009000  +
0x7177C59000  0x00007000  *
0x7177C60000  0x00020000  ?
0x7177C80000  0x00010000  +
0x7177C90000  0x00800000  ?
0x7178490000  0x00010000  +
0x71784A0000  0x0008D980  ?
0x717852D980  0x0001C680  +
0x717854A000  0x00006000  *
0x7178550000  0x00010000  ?
0x7178560000  0x00010000  +
0x7178570000  0x00020000  ?
0x7178590000  0x00010000  +
0x71785A0000  0x00040000  ?
0x71785E0000  0x00010000  +
0x71785F0000  0x00080000  ?
0x7178670000  0x00010000  +
0x7178680000  0x00100000  ?
0x7178780000  0x00010000  +
0x7178790000  0x00110000  ?
0x71788A0000  0x00020000  +
0x71788C0000  0x00010000  ?
0x71788D0000  0x0000B000  +
0x71788DB000  0x00005000  *
0x71788E0000  0x001D0000  ?
0x7178AB0000  0x00010000  +
0x7178AC0000  0x00100000  ?
0x7178BC0000  0x00010000  +
0x7178BD0000  0x00040000  ?
0x7178C10000  0x000D0000  +
0x7178CE0000  0x00020000  ?
0x7178D00000  0x7CDD6000  +
0x71F5AD6000  0x00000200  -
0x71F5AD6200  0x00000C00  /
0x71F5AD6E00  0x00000200  -
0x71F5AD7000  0x00A5C000  +
0x71F6533000  0x00000200  -
0x71F6533200  0x0000BC00  /
0x71F653EE00  0x00000200  -
0x71F653F000  0x023FF000  +
0x71F893E000  0x00000200  -
0x71F893E200  0x00000C00  /
0x71F893EE00  0x00000200  -
0x71F893F000  0x01521000  +
0x71F9E60000  0x00010000  ?
0x71F9E70000  0x0010D000  +
0x71F9F7D000  0x00003000  *
0x71F9F80000  0x00010000  ?
0x71F9F90000  0x00010000  +
0x71F9FA0000  0x00020000  ?
0x71F9FC0000  0x00080000  +
0x71FA040000  0x00010000  ?
0x71FA050000  0x0001F000  +
0x71FA06F000  0x00001000  *
0x71FA070000  0x003C0280  ?
0x71FA430280  0x00B5FD80  +
0x71FAF90000  0x00010000  ?
0x71FAFA0000  0x00010000  +
0x71FAFB0000  0x00020000  ?
0x71FAFD0000  0x00530000  +
0x71FB500000  0x00010000  ?
0x71FB510000  0x00006000  +
0x71FB516000  0x0000A000  *
0x71FB520000  0x00002000  +
0x71FB522000  0x0000E000  *
0x71FB530000  0x02F2C000  +
0x71FE45C000  0x00000200  -
0x71FE45C200  0x00000C00  /
0x71FE45CE00  0x00000200  -
0x71FE45D000  0x01A9C000  +
0x71FFEF9000  0x00000200  -
0x71FFEF9200  0x00003C00  /
0x71FFEFCE00  0x00000200  -
0x71FFEFD000  0x0460F000  +
0x720450C000  0x00000200  -
0x720450C200  0x00003C00  /
0x720450FE00  0x00000200  -
0x7204510000  0x09821000  +
0x720DD31000  0x00000200  -
0x720DD31200  0x00002C00  /
0x720DD33E00  0x00000200  -
0x720DD34000  0x00757000  +
0x720E48B000  0x00000200  -
0x720E48B200  0x02E57E00  +
0x72112E3000  0x0000D000  *
0x72112F0000  0x00010000  ?
0x7211300000  0x00010000  +
0x7211310000  0x00020000  ?
0x7211330000  0x00110000  +
0x7211440000  0x00010000  ?
0x7211450000  0x00050000  +
0x72114A0000  0x00010000  ?
0x72114B0000  0x0002E000  +
0x72114DE000  0x00002000  *
0x72114E0000  0x0033F000  ?
0x721181F000  0x044D8000  +
0x7215CF7000  0x00000200  -
0x7215CF7200  0x00003C00  /
0x7215CFAE00  0x00000200  -
0x7215CFB000  0x0571E000  +
0x721B419000  0x00000200  -
0x721B419200  0x03258E00  +
0x721E672000  0x00000200  -
0x721E672200  0x00001C00  /
0x721E673E00  0x00000200  -
0x721E674000  0x0FBF8000  +
0x722E26C000  0x00004000  *
0x722E270000  0x00010000  ?
0x722E280000  0x00010000  +
0x722E290000  0x00020000  ?
0x722E2B0000  0x00039000  +
0x722E2E9000  0x00007000  *
0x722E2F0000  0x0087BE80  ?
0x722EB6BE80  0x00DAC180  +
0x722F918000  0x00000200  -
0x722F918200  0x01892E00  +
0x72311AB000  0x00000200  -
0x72311AB200  0x00003C00  /
0x72311AEE00  0x00000200  -
0x72311AF000  0x015DB000  +
0x723278A000  0x00000200  -
0x723278A200  0x00000C00  /
0x723278AE00  0x00000200  -
0x723278B000  0x0257B000  +
0x7234D06000  0x00000200  -
0x7234D06200  0x00008C00  /
0x7234D0EE00  0x00000200  -
0x7234D0F000  0x00FA1000  +
0x7235CB0000  0x00010000  ?
0x7235CC0000  0x0000C000  +
0x7235CCC000  0x00004000  *
0x7235CD0000  0x00008000  +
0x7235CD8000  0x00008000  *
0x7235CE0000  0x00154000  +
0x7235E34000  0x00000200  -
0x7235E34200  0x00000C00  /
0x7235E34E00  0x00000200  -
0x7235E35000  0x06962000  +
0x723C797000  0x00000200  -
0x723C797200  0x00007C00  /
0x723C79EE00  0x00000200  -
0x723C79F000  0x0470D000  +
0x7240EAC000  0x00000200  -
0x7240EAC200  0x00000C00  /
0x7240EACE00  0x00000200  -
0x7240EAD000  0x00DEB000  +
0x7241C98000  0x00000200  -
0x7241C98200  0x00000C00  /
0x7241C98E00  0x00000080  -
0x7241C98E80  0x0389F180  +
0x7245538000  0x00000200  -
0x7245538200  0x00002C00  /
0x724553AE00  0x00000200  -
0x724553B000  0x004AC000  +
0x72459E7000  0x00009000  *
0x72459F0000  0x00010000  ?
0x7245A00000  0x00010000  +
0x7245A10000  0x00020000  ?
0x7245A30000  0x000A3000  +
0x7245AD3000  0x0000D000  *
0x7245AE0000  0x0047AC00  ?
0x7245F5AC00  0x039D5400  +
0x7249930000  0x00010000  ?
0x7249940000  0x00010000  +
0x7249950000  0x00020000  ?
0x7249970000  0x00020000  +
0x7249990000  0x00010000  ?
0x72499A0000  0x00010000  +
0x72499B0000  0x00020000  ?
0x72499D0000  0x00020000  +
0x72499F0000  0x00010000  ?
0x7249A00000  0x00010000  +
0x7249A10000  0x00020000  ?
0x7249A30000  0x00020000  +
0x7249A50000  0x00010000  ?
0x7249A60000  0x00010000  +
0x7249A70000  0x00020000  ?
0x7249A90000  0x00020000  +
0x7249AB0000  0x00010000  ?
0x7249AC0000  0x0046A000  +
0x7249F2A000  0x00006000  *
0x7249F30000  0x00010000  ?
0x7249F40000  0x00010000  +
0x7249F50000  0x00020000  ?
0x7249F70000  0x0004F000  +
0x7249FBF000  0x00001000  *
0x7249FC0000  0x0025C980  ?
0x724A21C980  0x0262C680  +
0x724C849000  0x00007000  *
0x724C850000  0x00010000  ?
0x724C860000  0x000A3000  +
0x724C903000  0x0000D000  *
0x724C910000  0x008BBA00  ?
0x724D1CBA00  0x02C9D600  +
0x724FE69000  0x00000200  -
0x724FE69200  0x12939E00  +
0x72627A3000  0x00000200  -
0x72627A3200  0x00000C00  /
0x72627A3E00  0x00000200  -
0x72627A4000  0x0287C000  +
0x7265020000  0x00010000  ?
0x7265030000  0x00010000  +
0x7265040000  0x00020000  ?
0x7265060000  0x00020000  +
0x7265080000  0x00010000  ?
0x7265090000  0x00008000  +
0x7265098000  0x00008000  *
0x72650A0000  0x00020000  ?
0x72650C0000  0x00148000  +
0x7265208000  0x00008000  *
0x7265210000  0x006BD480  ?
0x72658CD480  0x00328B80  +
0x7265BF6000  0x00000200  -
0x7265BF6200  0x00008C00  /
0x7265BFEE00  0x00000200  -
0x7265BFF000  0x00D70000  +
0x726696F000  0x00000200  -
0x726696F200  0x00000C00  /
0x726696FE00  0x00000200  -
0x7266970000  0x00D50000  +
0x72676C0000  0x00010000  ?
0x72676D0000  0x00010000  +
0x72676E0000  0x00020000  ?
0x7267700000  0x00020000  +
0x7267720000  0x00010000  ?
0x7267730000  0x00010000  +
0x7267740000  0x00020000  ?
0x7267760000  0x00010000  +
0x7267770000  0x00040000  ?
0x72677B0000  0x00200000  +
0x72679B0000  0x00010000  ?
0x72679C0000  0x000D5000  +
0x7267A95000  0x0000B000  *
0x7267AA0000  0x00010000  ?
0x7267AB0000  0x002AA000  +
0x7267D5A000  0x00006000  *
0x7267D60000  0x00192E80  ?
0x7267EF2E80  0x0015D180  +
0x7268050000  0x00010000  ?
0x7268060000  0x00010000  +
0x7268070000  0x00020000  ?
0x7268090000  0x00020000  +
0x72680B0000  0x00010000  ?
0x72680C0000  0x00010000  +
0x72680D0000  0x00020000  ?
0x72680F0000  0x00020000  +
0x7268110000  0x00010000  ?
0x7268120000  0x000B0000  +
0x72681D0000  0x00010000  ?
0x72681E0000  0x00010000  +
0x72681F0000  0x00020000  ?
0x7268210000  0x00020000  +
0x7268230000  0x00010000  ?
0x7268240000  0x00010000  +
0x7268250000  0x00020000  ?
0x7268270000  0x00020000  +
0x7268290000  0x00010000  ?
0x72682A0000  0x00010000  +
0x72682B0000  0x00020000  ?
0x72682D0000  0x00020000  +
0x72682F0000  0x00010000  ?
0x7268300000  0x00010000  +
0x7268310000  0x00020000  ?
0x7268330000  0x00020000  +
0x7268350000  0x00010000  ?
0x7268360000  0x00010000  +
0x7268370000  0x00020000  ?
0x7268390000  0x00020000  +
0x72683B0000  0x00010000  ?
0x72683C0000  0x00010000  +
0x72683D0000  0x00020000  ?
0x72683F0000  0x00020000  +
0x7268410000  0x00010000  ?
0x7268420000  0x001FD000  +
0x726861D000  0x00003000  *
0x7268620000  0x00010000  ?
0x7268630000  0x000A0000  +
0x72686D0000  0x00010000  ?
0x72686E0000  0x000E0000  +
0x72687C0000  0x00010000  ?
0x72687D0000  0x00050000  +
0x7268820000  0x00010000  *
0x7268830000  0x0004C500  ?
0x726887C500  0x00E7AB00  +
0x72696F7000  0x00000200  -
0x72696F7200  0x00007C00  /
0x72696FEE00  0x00000200  -
0x72696FF000  0x03114000  +
0x726C813000  0x00000200  -
0x726C813200  0x00007C00  /
0x726C81AE00  0x00000200  -
0x726C81B000  0x00C3E000  +
0x726D459000  0x00000200  -
0x726D459200  0x00003C00  /
0x726D45CE00  0x00000200  -
0x726D45D000  0x000B3000  +
0x726D510000  0x00010000  ?
0x726D520000  0x00270000  +
0x726D790000  0x00010000  ?
0x726D7A0000  0x00160000  +
0x726D900000  0x00010000  ?
0x726D910000  0x001A0000  +
0x726DAB0000  0x00010000  ?
0x726DAC0000  0x00190000  +
0x726DC50000  0x00010000  ?
0x726DC60000  0x00020000  +
0x726DC80000  0x00010000  ?
0x726DC90000  0x00083000  +
0x726DD13000  0x0000D000  *
0x726DD20000  0x00010000  ?
0x726DD30000  0x00040000  +
0x726DD70000  0x00010000  ?
0x726DD80000  0x00043000  +
0x726DDC3000  0x0000D000  *
0x726DDD0000  0x00080F80  ?
0x726DE50F80  0x02288080  +
0x72700D9000  0x00007000  *
0x72700E0000  0x00010000  ?
0x72700F0000  0x00010000  +
0x7270100000  0x00020000  ?
0x7270120000  0x00080000  +
0x72701A0000  0x00010000  ?
0x72701B0000  0x0003D000  +
0x72701ED000  0x00003000  *
0x72701F0000  0x00286980  ?
0x7270476980  0x01D02680  +
0x7272179000  0x00007000  *
0x7272180000  0x00690000  +
0x7272810000  0x00010000  *
0x7272820000  0x00D40000  +
0x7273560000  0x00010000  ?
0x7273570000  0x00010000  +
0x7273580000  0x00020000  ?
0x72735A0000  0x00020000  +
0x72735C0000  0x00010000  ?
0x72735D0000  0x00010000  +
0x72735E0000  0x00020000  ?
0x7273600000  0x00020000  +
0x7273620000  0x00010000  ?
0x7273630000  0x00010000  +
0x7273640000  0x00020000  ?
0x7273660000  0x00020000  +
0x7273680000  0x00010000  ?
0x7273690000  0x00010000  +
0x72736A0000  0x00020000  ?
0x72736C0000  0x00020000  +
0x72736E0000  0x00010000  ?
0x72736F0000  0x00010000  +
0x7273700000  0x00020000  ?
0x7273720000  0x00020000  +
0x7273740000  0x00010000  ?
0x7273750000  0x00010000  +
0x7273760000  0x00020000  ?
0x7273780000  0x00020000  +
0x72737A0000  0x00010000  ?
0x72737B0000  0x00010000  +
0x72737C0000  0x00020000  ?
0x72737E0000  0x00020000  +
